Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1786320003776,874.7674560546875,300,2,0.70625,770.1893005371094,300,2,0.70625,4013.2386169433594,300,0,0.70625,3875.498809814453,300,2,0.70625,18813.200653076172,1713,5147,2011,605,1713,1713,1713,1713,3.7037036418914795,7.142857551574707,7.407407283782959,3.7037036418914795,3.7037036418914795,3.7037036418914795,7.142857551574707,7.407407283782959,32353087488,8589930496,2715197440,0
200,1786320003776,874.7674560546875,300,2,0.70625,770.1893005371094,300,2,0.29374999999999996,4013.2386169433594,300,0,0.29374999999999996,3875.498809814453,300,2,0.29374999999999996,18813.200653076172,1713,5147,2011,605,1713,1713,1713,1713,3.7037036418914795,7.142857551574707,7.407407283782959,3.7037036418914795,3.7037036418914795,3.7037036418914795,7.142857551574707,7.407407283782959,32353087488,8589930496,2715197440,0
199,1786320003977,874.9288177490234,16066.666666666666,2,0.28749999999999987,770.3855285644531,16066.666666666666,2,0.28749999999999987,4013.4237060546875,16066.666666666666,2,0.28749999999999987,3877.671829223633,16066.666666666666,0,0.28749999999999987,18817.085327148438,1713,5147,2011,605,1713,1713,1713,1713,0,5,5,78.94737243652344,5,0,0,0,32353087488,8589930496,2796867584,0
199,1786320004177,874.9384918212891,16600,2,0.28749999999999987,770.3927764892578,16600,2,0.28749999999999987,4013.4410095214844,16600,2,0.28749999999999987,3880.5274047851563,16600,0,0.28749999999999987,18821.260848999023,1713,5147,2011,605,1713,1713,1713,1713,0,0,0,100,0,4.761904716491699,0,4.761904716491699,32353087488,8589930496,2796867584,0
199,1786320004377,874.9480743408203,15733.333333333334,2,0.3062499999999999,770.3997497558594,15733.333333333334,2,0.3062499999999999,4013.4558715820313,15733.333333333334,2,0.3062499999999999,3883.3958282470703,15733.333333333334,0,0.3062499999999999,18825.46563720703,1713,5147,2011,605,1713,1713,1713,1713,4.761904716491699,0,0,100,0,0,4.761904716491699,0,32353087488,8589930496,2797527040,0
199,1786320004577,874.9600372314453,15400,2,0.32499999999999996,770.4061431884766,15400,2,0.32499999999999996,4013.4694213867188,15400,2,0.32499999999999996,3886.269989013672,15400,0,0.32499999999999996,18829.666885375977,1713,5147,2011,605,1713,1713,1713,1713,0,0,0,100,0,0,0,0,32353087488,8589930496,2797527040,0
199,1786320004777,874.9688568115234,15733.333333333334,0,0.3125,770.4132385253906,15733.333333333334,2,0.3125,4013.4903259277344,15733.333333333334,0,0.3125,3889.1424865722656,15733.333333333334,0,0.3125,18833.8660736084,1713,5147,2011,605,1713,1713,1713,1713,0,0,0,100,0,0,0,0,32353087488,8589930496,2805600256,0
199,1786320004977,874.9773101806641,15200,2,0.31874999999999987,770.4195556640625,15200,2,0.31874999999999987,4013.5055084228516,15200,2,0.31874999999999987,3892.0157928466797,15200,0,0.31874999999999987,18838.06805419922,1713,5147,2011,605,1713,1713,1713,1713,0,0,0,100,0,0,0,0,32353087488,8589930496,2805600256,0
199,1786320005177,874.9851226806641,16133.333333333334,2,0.28749999999999987,770.4257965087891,16133.333333333334,2,0.28749999999999987,4013.520034790039,16133.333333333334,0,0.28749999999999987,3894.8963165283203,16133.333333333334,0,0.28749999999999987,18842.262466430664,1713,5147,2011,605,1713,1713,1713,1713,0,0,0,100,0,0,0,0,32353087488,8589930496,2805784576,0
199,1786320005377,875.0029907226563,15266.666666666666,2,0.31874999999999987,770.4447326660156,15266.666666666666,2,0.31874999999999987,4013.5379180908203,15266.666666666666,2,0.31874999999999987,3897.724349975586,15266.666666666666,0,0.31874999999999987,18846.467803955078,1713,5147,2011,605,1713,1713,1713,1713,0,0,0,100,0,0,0,0,32353087488,8589930496,2805784576,0
199,1786320005577,875.0104522705078,15066.666666666666,2,0.31874999999999987,770.4510650634766,15066.666666666666,2,0.31874999999999987,4013.551498413086,15066.666666666666,2,0.31874999999999987,3900.599334716797,15066.666666666666,0,0.31874999999999987,18850.669372558594,1713,5147,2011,605,1713,1713,1713,1713,0,0,4.761904716491699,100,0,0,0,0,32353087488,8589930496,2813857792,0
